order_id,customer_id,customer_name,email,phone,order_date,ship_date,region,product_category,product_name,quantity,unit_price,discount_pct,revenue,payment_method,status
ORD-10035,CUST-515,Olivia Jones,olivia.jones@gmail.com,(594) 690-4114,2024-07-03,2024-07-09,South,Electronics,Webcam,9,138.94,0.2,1000.37,debit_card,completed
ORD-10036,CUST-516,Paul Garcia,paul.garcia@outlook.com,(641) 171-6409,2024-08-19,2024-08-25,East,Furniture,Bookshelf,9,65.31,0.1,529.01,paypal,completed
ORD-10037,CUST-517,Quinn Miller,quinn.miller@company.com,(913) 402-3085,2024-06-25,2024-07-01,South,Furniture,Standing Desk,10,115.98,0.1,1043.82,credit_card,cancelled
ORD-10038,CUST-518,Rita Davis,rita.davis@outlook.com,(493) 315-8043,2024-08-14,2024-08-18,South,Office Supplies,Pen Set,9,97.27,0.2,700.34,debit_card,completed
ORD-10039,CUST-519,Sam Rodriguez,sam.rodriguez@gmail.com,(490) 627-6491,2024-06-12,,West,Furniture,Bookshelf,4,162.28,0.0,649.12,credit_card,pending
ORD-10040,CUST-520,Tina Martinez,tina.martinez@gmail.com,(450) 586-2193,2024-07-29,2024-08-04,West,Furniture,Filing Cabinet,8,82.93,0.0,663.44,credit_card,cancelled
ORD-10041,CUST-501,Alice Smith,alice.smith@gmail.com,(997) 535-4585,2024-06-23,2024-06-24,West,Electronics,USB Hub,3,161.28,0.2,387.07,paypal,cancelled
ORD-10042,CUST-502,Bob Johnson,bob.johnson@company.com,(827) 934-9270,2024-07-25,2024-07-27,South,Office Supplies,Stapler,4,168.77,0.05,641.33,bank_transfer,cancelled
ORD-10043,CUST-503,Charlie Williams,charlie.williams@yahoo.com,(481) 550-2269,2024-07-07,2024-07-10,Central,Office Supplies,Tape,2,31.98,0.0,63.96,bank_transfer,completed
ORD-10044,CUST-504,Diana Brown,diana.brown@yahoo.com,(923) 319-2052,2024-07-24,2024-07-27,South,Office Supplies,Notebook Pack,4,167.41,0.1,602.68,credit_card,cancelled
ORD-10045,CUST-505,Eve Jones,eve.jones@company.com,(688) 106-6763,2024-07-09,2024-07-16,South,Furniture,Lamp,10,180.07,0.1,1620.63,debit_card,cancelled
ORD-10046,CUST-506,Frank Garcia,frank.garcia@outlook.com,(646) 597-1475,2024-07-20,,Central,Furniture,Filing Cabinet,3,168.9,0.0,506.7,credit_card,pending
ORD-10047,CUST-507,Grace Miller,grace.miller@company.com,(806) 677-1444,2024-06-11,2024-06-13,South,Electronics,Wireless Mouse,5,78.93,0.0,394.65,bank_transfer,cancelled
ORD-10048,CUST-508,Henry Davis,henry.davis@outlook.com,(545) 879-7211,2024-07-06,2024-07-09,East,Office Supplies,Notebook Pack,9,15.16,0.05,129.62,debit_card,cancelled
ORD-10049,CUST-509,Iris Rodriguez,iris.rodriguez@gmail.com,(999) 767-1659,2024-06-04,2024-06-06,East,Furniture,Standing Desk,4,29.61,0.2,94.75,credit_card,completed
ORD-10050,CUST-510,Jack Martinez,jack.martinez@yahoo.com,(676) 816-5198,2024-07-18,2024-07-23,East,Electronics,Monitor,2,117.84,0.05,223.9,bank_transfer,completed
