customer_id,first_name,last_name,email,phone,ssn,dob,credit_card,street_address,city,state,zip_code,ip_address,account_balance,loyalty_tier,signup_date,lifetime_orders,marketing_opt_in
C00025,Victor,Robinson,victor.robinson603@icloud.com,(274) 475-5144,225-75-0325,12/08/2001,3485-3980-9417-8591,2428 Oak Ave,Los Angeles,CA,90020,91.178.226.209,7227.62,bronze,2023-04-21,86,False
C00026,Diego,Perez,diego.perez202@proton.me,(458) 851-5189,226-82-0338,07/31/1998,5425-3844-4234-4423,4519 Birch Blvd,Minneapolis,MN,55438,46.148.185.116,5157.43,bronze,2024-04-17,120,False
C00027,Hiro,Martinez,hiro.martinez732@proton.me,(960) 766-3701,227-89-0351,06/04/1980,4532-8354-8362-7130,3995 Main St,Portland,OR,97298,56.169.205.32,3014.67,bronze,2025-07-27,68,False
C00028,Hiro,Johnson,hiro.johnson46@proton.me,(569) 356-8063,228-96-0364,01/29/1967,5105-2837-0662-9802,5884 Birch Blvd,Los Angeles,CA,90081,46.204.52.105,29881.3,bronze,2020-11-08,142,True
C00029,Isabella,Allen,isabella.allen168@gmail.com,(605) 966-7076,229-03-0377,07/17/1960,4485-0771-8133-5753,4087 Elm Way,New York,NY,10089,196.128.255.78,453.2,gold,2022-05-25,106,True
C00030,Kate,Johnson,kate.johnson58@proton.me,(592) 652-3061,230-10-0390,11/28/1960,3714-2357-4012-1347,533 Main St,New York,NY,10031,20.159.87.253,47101.67,silver,2025-11-23,68,True
C00031,Sam,Anderson,sam.anderson753@yahoo.com,(720) 257-2308,231-17-0403,09/28/1964,4532-5811-0927-2965,8813 Cedar Ln,Phoenix,AZ,85099,100.48.43.232,14592.21,bronze,2023-01-16,94,False
C00032,Aisha,Allen,aisha.allen238@icloud.com,(277) 345-4671,232-24-0416,12/03/1967,3485-6016-7188-0109,1452 Cedar Ln,Austin,TX,78796,44.89.60.240,35272.45,platinum,2020-06-12,51,True
C00033,Carol,Rodriguez,carol.rodriguez782@proton.me,(334) 217-1256,233-31-0429,11/30/1986,3714-9839-6196-3164,2174 Cedar Ln,Boston,MA,02169,130.33.128.218,23028.14,bronze,2021-08-07,48,False
C00034,Quinn,Allen,quinn.allen655@proton.me,(823) 902-9094,234-38-0442,03/28/1982,5425-1990-1584-3072,7729 Oak Ave,Minneapolis,MN,55459,91.56.29.182,42663.82,silver,2021-02-06,69,False
C00035,Mia,Hernandez,mia.hernandez807@yahoo.com,(910) 734-5857,235-45-0455,10/18/1976,5105-3060-6003-4147,3374 Birch Blvd,Austin,TX,78775,115.180.204.227,6891.77,bronze,2025-03-27,193,False
C00036,David,Anderson,david.anderson980@icloud.com,(496) 858-9531,236-52-0468,05/27/1973,3714-2517-5209-8475,2106 Birch Blvd,New York,NY,10098,144.203.230.33,531.37,bronze,2025-11-03,100,False
C00037,Kate,Williams,kate.williams898@outlook.com,(728) 391-8516,237-59-0481,01/21/1985,4485-6579-4276-0579,5523 Spruce Ter,Miami,FL,33162,194.219.44.180,23192.62,bronze,2020-06-10,94,False
C00038,Zach,Garcia,zach.garcia519@gmail.com,(411) 107-9990,238-66-0494,07/14/1986,3485-6264-8677-3820,9814 Pine Rd,Seattle,WA,98182,162.220.116.164,24417.73,silver,2023-09-14,24,True
C00039,Paul,Sanchez,paul.sanchez964@gmail.com,(391) 277-8291,239-73-0507,01/16/1960,5425-1219-6284-7766,6608 Chestnut Pl,Seattle,WA,98157,174.150.115.112,33402.95,silver,2020-05-28,117,False
C00040,Sam,Martin,sam.martin563@outlook.com,(612) 854-6320,240-80-0520,07/31/1978,4485-9973-3878-2225,3355 Maple Dr,Los Angeles,CA,90059,116.2.11.191,33157.04,silver,2025-12-18,173,True
C00041,Kate,Ramirez,kate.ramirez624@icloud.com,(551) 432-1755,241-87-0533,11/25/1981,4485-7823-6110-8967,8995 Birch Blvd,Miami,FL,33146,119.3.31.95,20692.06,bronze,2024-10-05,149,True
C00042,Yara,Clark,yara.clark298@icloud.com,(541) 828-8800,242-94-0546,08/27/1977,5425-8389-3609-7520,8227 Elm Way,Seattle,WA,98136,135.48.118.166,47747.71,silver,2022-03-29,137,False
C00043,Henry,Allen,henry.allen347@proton.me,(970) 733-1620,243-01-0559,12/28/1956,5105-0198-5105-5369,6808 Main St,Austin,TX,78728,33.226.91.163,40634.01,bronze,2021-08-09,42,True
C00044,Aisha,Smith,aisha.smith539@proton.me,(643) 167-7158,244-08-0572,10/27/1953,3714-3159-2195-9753,7382 Pine Rd,Austin,TX,78748,213.241.223.127,49968.65,gold,2023-11-29,12,False
C00045,Mia,Taylor,mia.taylor355@gmail.com,(520) 469-3293,245-15-0585,10/10/1972,3714-2090-2934-2710,8976 Spruce Ter,Boston,MA,02137,93.172.27.127,23239.24,silver,2021-11-30,120,True
C00046,Isabella,Robinson,isabella.robinson125@gmail.com,(768) 531-7483,246-22-0598,01/23/1998,3485-6208-4867-4316,199 Cedar Ln,Minneapolis,MN,55455,86.145.64.245,4031.9,bronze,2023-11-26,24,True
C00047,Isabella,Smith,isabella.smith298@gmail.com,(652) 313-4468,247-29-0611,06/01/1957,5105-0586-9106-1242,5338 Walnut Ct,Chicago,IL,60619,114.189.214.240,15070.64,bronze,2022-10-28,197,True
C00048,James,Davis,james.davis637@gmail.com,(742) 945-4919,248-36-0624,04/16/1983,4532-1381-6292-2729,2763 Elm Way,Seattle,WA,98140,29.59.220.222,23687.26,bronze,2021-01-21,67,True
C00049,Jamal,Martinez,jamal.martinez375@icloud.com,(435) 273-8214,249-43-0637,10/15/1986,4485-6572-7160-8635,5597 Pine Rd,Seattle,WA,98163,167.170.94.152,12791.03,bronze,2023-01-02,30,True
C00050,Henry,Williams,henry.williams273@gmail.com,(945) 473-3423,250-50-0650,12/09/1988,5105-9865-2601-8313,169 Chestnut Pl,Seattle,WA,98192,217.89.175.30,18166.76,gold,2021-06-19,97,False
C00051,Zach,Lewis,zach.lewis239@proton.me,(913) 131-2798,251-57-0663,06/25/1991,4532-6325-1109-0952,7559 Cedar Ln,Phoenix,AZ,85032,44.90.51.1,40035.59,silver,2024-08-14,151,True
C00052,Liam,Young,liam.young100@gmail.com,(484) 770-4981,252-64-0676,07/04/1965,5105-8341-4786-5681,6317 Cedar Ln,Chicago,IL,60694,176.20.46.106,47357.01,silver,2024-05-13,0,True
C00053,Liam,Anderson,liam.anderson741@gmail.com,(641) 539-5474,253-71-0689,09/13/1981,3485-4133-9972-4636,5724 Birch Blvd,New York,NY,10092,215.231.56.99,48720.21,gold,2021-11-29,3,True
C00054,Noah,Walker,noah.walker345@gmail.com,(436) 182-9998,254-78-0702,02/21/1986,4532-4512-0668-2756,7382 Elm Way,Los Angeles,CA,90003,34.139.189.173,9312.52,bronze,2022-04-27,62,True
C00055,Noah,Perez,noah.perez609@yahoo.com,(745) 322-1710,255-85-0715,09/29/1960,4485-0110-9781-4634,9016 Spruce Ter,Austin,TX,78780,182.109.214.246,7487.68,bronze,2020-01-15,91,False
C00056,Aisha,Young,aisha.young858@outlook.com,(913) 301-9603,256-92-0728,04/11/1995,4532-1337-5489-9389,136 Maple Dr,Boston,MA,02136,162.247.209.136,40841.51,bronze,2024-02-29,169,False
C00057,Rachel,Jones,rachel.jones499@yahoo.com,(612) 104-5122,257-99-0741,10/04/1981,5425-9356-9056-5391,3038 Birch Blvd,Miami,FL,33181,118.129.159.124,28804.29,silver,2024-05-08,67,True
C00058,Grace,Jones,grace.jones112@outlook.com,(349) 393-8324,258-06-0754,01/14/1988,3485-2228-5723-2372,8580 Chestnut Pl,Minneapolis,MN,55407,42.109.196.253,35684.81,bronze,2020-10-31,122,True
C00059,Fatima,White,fatima.white616@yahoo.com,(254) 423-5904,259-13-0767,05/23/1957,4485-3239-5191-1174,2678 Elm Way,Chicago,IL,60682,185.14.152.142,12362.83,silver,2025-12-09,102,True
C00060,Henry,King,henry.king78@proton.me,(937) 745-4831,260-20-0780,03/25/1979,5425-0612-6803-5107,1397 Maple Dr,Chicago,IL,60668,128.233.95.96,45346.5,silver,2023-12-28,181,False
C00061,Rachel,White,rachel.white214@gmail.com,(281) 610-8912,261-27-0793,09/27/1967,4532-5411-3637-3309,2521 Elm Way,Atlanta,GA,30308,57.216.166.246,15779.52,bronze,2020-04-14,154,False
C00062,David,Jackson,david.jackson366@icloud.com,(872) 369-2498,262-34-0806,03/12/1959,3485-3857-8326-8846,1616 Chestnut Pl,New York,NY,10054,84.184.205.128,46774.59,silver,2025-01-16,14,False
C00063,Paul,Lee,paul.lee507@yahoo.com,(367) 903-7651,263-41-0819,01/20/1957,5425-2086-0701-4718,9654 Maple Dr,Chicago,IL,60666,207.61.41.128,48060.25,silver,2022-09-19,186,False
C00064,Wendy,Walker,wendy.walker99@proton.me,(662) 912-3283,264-48-0832,03/14/1971,4532-1849-1865-4273,737 Cedar Ln,Denver,CO,80232,20.139.73.72,1289.05,bronze,2025-08-24,42,False
C00065,Tara,Harris,tara.harris1@yahoo.com,(815) 822-9310,265-55-0845,08/13/1958,3485-9993-9333-7752,5071 Pine Rd,Portland,OR,97201,42.84.138.101,29957.93,silver,2024-08-01,135,False
C00066,Ingrid,Walker,ingrid.walker220@icloud.com,(850) 583-6668,266-62-0858,09/27/1974,3485-5311-1167-7209,5113 Spruce Ter,Minneapolis,MN,55498,16.191.87.43,38967.06,silver,2024-06-04,12,False
C00067,Mia,Perez,mia.perez869@gmail.com,(278) 791-3396,267-69-0871,08/28/1964,3485-2255-0780-2977,2653 Cedar Ln,Chicago,IL,60670,121.54.181.86,4864.26,gold,2025-12-31,7,True
C00068,Mia,Hernandez,mia.hernandez974@icloud.com,(977) 629-3395,268-76-0884,07/09/2003,5425-0326-8374-4448,8316 Walnut Ct,Chicago,IL,60639,53.196.243.117,15257.26,gold,2023-01-06,89,True
C00069,Zach,Miller,zach.miller293@outlook.com,(231) 740-4674,269-83-0897,04/08/1964,5105-4307-5353-3555,2017 Spruce Ter,Austin,TX,78730,83.128.191.129,32749.34,platinum,2025-07-13,31,True
C00070,Sam,Clark,sam.clark457@gmail.com,(481) 678-8879,270-90-0910,06/14/1965,4485-0566-8469-0018,9923 Chestnut Pl,Los Angeles,CA,90017,69.191.249.9,31827.31,silver,2024-02-14,160,False
C00071,Diego,Garcia,diego.garcia775@yahoo.com,(758) 760-8361,271-97-0923,10/26/1962,4485-6936-1420-6222,2203 Maple Dr,Miami,FL,33159,36.254.166.144,46565.66,bronze,2024-09-28,61,False
C00072,Jamal,Gonzalez,jamal.gonzalez512@gmail.com,(277) 747-3570,272-04-0936,10/03/1960,3714-9963-9358-5074,2137 Main St,Chicago,IL,60623,47.107.118.216,7633.65,silver,2021-03-24,167,True
C00073,Victor,Perez,victor.perez240@proton.me,(605) 488-5603,273-11-0949,09/17/1976,3714-6179-7593-9597,7482 Chestnut Pl,Austin,TX,78708,61.201.160.36,10348.0,bronze,2024-09-05,178,True
C00074,Frank,Martinez,frank.martinez352@gmail.com,(281) 833-5202,274-18-0962,10/14/1964,4485-6213-2494-2995,3681 Chestnut Pl,Miami,FL,33183,121.136.201.107,390.39,silver,2024-10-23,36,False
C00075,Noah,Wilson,noah.wilson84@outlook.com,(942) 629-1163,275-25-0975,05/21/1952,3485-5677-2386-5683,9080 Chestnut Pl,Atlanta,GA,30340,207.202.138.11,23142.34,bronze,2023-07-13,118,False
C00076,Isabella,Johnson,isabella.johnson916@outlook.com,(594) 720-8658,276-32-0988,03/13/1999,5105-0995-1054-5429,2803 Birch Blvd,Austin,TX,78777,97.44.87.141,38958.83,bronze,2020-11-13,173,True
C00077,Wendy,Martin,wendy.martin141@gmail.com,(571) 387-9820,277-39-1001,06/28/1987,3485-3547-7302-7040,8938 Walnut Ct,Atlanta,GA,30377,88.57.203.206,14273.79,bronze,2026-01-30,27,False
C00078,Olivia,Lewis,olivia.lewis311@icloud.com,(942) 170-5984,278-46-1014,10/21/1990,4485-3165-4102-4428,4331 Cedar Ln,Miami,FL,33129,15.230.247.15,36739.64,bronze,2021-11-25,47,False
C00079,Quinn,Gonzalez,quinn.gonzalez504@outlook.com,(783) 497-7386,279-53-1027,04/21/1991,5425-0392-4041-3749,6840 Spruce Ter,Los Angeles,CA,90082,95.150.142.243,6749.35,bronze,2025-08-05,78,True
C00080,Bob,Brown,bob.brown307@gmail.com,(564) 133-4208,280-60-1040,08/11/1980,5425-4657-7913-9271,1060 Spruce Ter,Chicago,IL,60689,176.9.217.228,13022.02,silver,2023-01-09,134,True
C00081,Noah,Johnson,noah.johnson208@proton.me,(555) 520-3991,281-67-1053,04/03/1975,4485-5246-5581-4354,6964 Elm Way,New York,NY,10073,47.169.155.208,14014.07,bronze,2023-11-03,165,False
C00082,Ingrid,White,ingrid.white878@proton.me,(529) 119-4336,282-74-1066,02/01/1970,4532-1656-1392-4677,5459 Maple Dr,Austin,TX,78789,20.212.224.200,47524.86,bronze,2021-08-27,141,False
C00083,David,Taylor,david.taylor418@proton.me,(685) 970-6918,283-81-1079,09/05/1999,3485-4796-7721-4208,4313 Maple Dr,Denver,CO,80242,157.173.241.213,20062.73,bronze,2025-10-07,152,False
C00084,Carol,Johnson,carol.johnson258@proton.me,(481) 997-3822,284-88-1092,07/17/1995,4532-2293-1548-1645,6439 Chestnut Pl,New York,NY,10095,171.189.15.69,26908.74,silver,2020-10-08,45,False
C00085,Xander,Allen,xander.allen18@yahoo.com,(445) 652-2493,285-95-1105,05/22/1988,4485-2134-6800-7066,2525 Pine Rd,Minneapolis,MN,55459,71.29.203.59,36926.74,silver,2024-02-09,109,False
C00086,Wendy,Perez,wendy.perez576@gmail.com,(273) 165-3448,286-02-1118,11/14/1964,3714-5800-4957-8416,8041 Pine Rd,Seattle,WA,98113,181.93.145.236,22583.77,bronze,2025-06-14,52,True
C00087,Sam,Ramirez,sam.ramirez964@yahoo.com,(554) 357-6626,287-09-1131,12/13/1970,3714-7060-8838-7166,4618 Main St,Austin,TX,78779,72.189.115.112,10428.3,bronze,2020-08-31,75,True
C00088,Alice,Sanchez,alice.sanchez214@gmail.com,(298) 782-8203,288-16-1144,10/04/1983,3714-2791-3863-6051,3122 Oak Ave,Minneapolis,MN,55459,140.147.229.60,44690.48,platinum,2020-08-14,147,False
C00089,Xander,Smith,xander.smith675@proton.me,(782) 376-4615,289-23-1157,03/26/2000,3485-5310-6174-5351,6461 Oak Ave,New York,NY,10054,210.139.233.70,48745.27,bronze,2024-05-29,132,False
C00090,Tara,Robinson,tara.robinson616@proton.me,(368) 405-6385,290-30-1170,01/19/1966,3485-3828-4772-8592,8218 Oak Ave,Denver,CO,80239,14.56.160.90,437.12,gold,2023-03-26,190,True
C00091,Isabella,Robinson,isabella.robinson996@yahoo.com,(490) 783-3196,291-37-1183,08/20/1995,4532-3940-3496-3698,1857 Birch Blvd,Denver,CO,80245,39.38.86.31,8949.33,bronze,2023-12-02,7,False
C00092,Liam,Hernandez,liam.hernandez239@gmail.com,(694) 136-3533,292-44-1196,10/01/1982,4532-9653-7553-3056,6470 Chestnut Pl,Boston,MA,02132,127.231.247.237,20380.37,gold,2020-08-03,95,True
C00093,Quinn,Taylor,quinn.taylor316@outlook.com,(436) 105-5514,293-51-1209,05/27/1961,5105-0138-4943-9893,6131 Maple Dr,Austin,TX,78744,180.128.146.36,2698.14,silver,2021-05-02,55,False
C00094,Grace,Ramirez,grace.ramirez590@gmail.com,(832) 886-5474,294-58-1222,11/18/1967,3485-8809-8843-1868,604 Walnut Ct,New York,NY,10037,175.15.83.214,42332.25,bronze,2023-07-23,6,True
C00095,Wendy,Robinson,wendy.robinson575@icloud.com,(690) 917-8618,295-65-1235,01/17/2000,4485-1506-8401-8959,1609 Maple Dr,Chicago,IL,60640,107.77.108.195,36146.51,gold,2020-02-21,93,False
C00096,Olivia,Garcia,olivia.garcia447@yahoo.com,(249) 101-9561,296-72-1248,10/03/1994,4532-2886-4288-4208,4977 Walnut Ct,Portland,OR,97208,217.228.253.126,17009.66,platinum,2024-12-30,194,False
C00097,Uma,Thompson,uma.thompson726@outlook.com,(610) 224-8401,297-79-1261,10/21/1976,3714-7209-3085-1452,7959 Oak Ave,Denver,CO,80232,196.30.111.161,38246.74,bronze,2022-06-06,183,False
C00098,Xander,Moore,xander.moore239@outlook.com,(871) 549-8513,298-86-1274,03/02/1951,3485-7466-1311-8102,2191 Birch Blvd,Seattle,WA,98192,114.15.87.49,17043.83,bronze,2023-08-13,33,False
C00099,Victor,Martinez,victor.martinez860@outlook.com,(277) 449-8265,299-93-1287,08/07/1996,4485-4569-9293-1799,4251 Spruce Ter,Denver,CO,80276,175.218.101.235,35504.84,bronze,2025-06-15,92,False
C00100,Aisha,Miller,aisha.miller163@proton.me,(675) 254-1390,300-00-1300,11/29/1961,5425-9183-4384-2004,6329 Walnut Ct,Los Angeles,CA,90016,107.73.245.83,5811.4,gold,2022-09-08,54,False
C00101,Emma,Martin,emma.martin773@gmail.com,(993) 448-4749,301-07-1313,08/26/1996,4532-7394-9888-8763,9960 Chestnut Pl,New York,NY,10003,56.111.94.237,35377.18,bronze,2024-12-01,21,True
C00102,Henry,Miller,henry.miller983@outlook.com,(215) 636-8829,302-14-1326,11/01/1968,3714-4711-6137-8337,2157 Cedar Ln,Seattle,WA,98114,40.34.154.125,27172.85,bronze,2022-05-24,141,False
C00103,Henry,Rodriguez,henry.rodriguez693@outlook.com,(710) 166-2431,303-21-1339,04/11/2004,5105-3677-2082-6603,8475 Main St,Seattle,WA,98178,220.136.218.85,21183.5,silver,2023-09-28,191,True
C00104,Yara,Perez,yara.perez2@yahoo.com,(376) 645-3599,304-28-1352,12/25/1972,5425-9759-0476-4862,3130 Walnut Ct,Phoenix,AZ,85037,157.84.241.15,36890.56,silver,2024-01-10,91,True
C00105,Kate,Young,kate.young709@gmail.com,(320) 931-7925,305-35-1365,12/24/1996,4485-1225-6655-5540,5449 Spruce Ter,Denver,CO,80299,36.8.11.166,33436.04,silver,2021-12-14,119,True
C00106,Olivia,Lopez,olivia.lopez246@gmail.com,(223) 901-9830,306-42-1378,01/19/2002,5105-0079-2861-5730,1810 Elm Way,Denver,CO,80222,222.244.158.106,14555.21,bronze,2022-05-30,94,True
C00107,Alice,Thomas,alice.thomas823@outlook.com,(274) 772-7780,307-49-1391,04/21/1996,3714-0524-7477-4061,8077 Cedar Ln,Phoenix,AZ,85085,65.21.153.3,16355.23,gold,2025-06-12,150,False
C00108,Frank,Davis,frank.davis655@yahoo.com,(746) 859-3953,308-56-1404,06/09/1999,5425-7404-8211-4849,8780 Maple Dr,Miami,FL,33118,195.255.72.56,15827.12,gold,2024-11-12,199,True
C00109,Emma,Taylor,emma.taylor190@gmail.com,(407) 219-5807,309-63-1417,12/31/1974,4485-5581-2889-4167,4465 Main St,Boston,MA,02168,217.31.15.212,34595.17,platinum,2024-12-10,78,False
C00110,Noah,Rodriguez,noah.rodriguez287@gmail.com,(663) 624-8745,310-70-1430,09/10/1970,3714-6246-4189-2517,9709 Pine Rd,Atlanta,GA,30354,189.0.139.70,23387.0,gold,2021-10-04,78,False
C00111,Uma,Brown,uma.brown807@yahoo.com,(305) 672-5321,311-77-1443,10/26/1956,4532-3960-6082-6860,4682 Chestnut Pl,Austin,TX,78732,86.228.236.211,33712.01,gold,2023-04-01,145,True
C00112,Emma,King,emma.king579@proton.me,(326) 227-4152,312-84-1456,06/16/1985,5425-8641-9777-0906,8339 Main St,New York,NY,10095,36.208.82.254,24680.94,bronze,2022-01-21,73,True
C00113,Liam,Martinez,liam.martinez936@outlook.com,(251) 845-8873,313-91-1469,08/09/1951,3714-7447-2566-6050,6138 Maple Dr,Minneapolis,MN,55461,72.143.237.245,27066.6,silver,2025-09-20,4,False
C00114,Alice,Allen,alice.allen61@gmail.com,(914) 706-4231,314-98-1482,03/12/1975,5425-6707-2185-9647,3563 Maple Dr,New York,NY,10077,205.184.194.44,15056.45,silver,2023-10-22,164,True
C00115,Xander,Gonzalez,xander.gonzalez775@gmail.com,(963) 860-5677,315-05-1495,10/05/1997,4532-8284-7934-9822,218 Walnut Ct,Chicago,IL,60616,116.113.224.176,23028.88,gold,2022-08-25,163,True
C00116,Frank,Clark,frank.clark140@proton.me,(401) 494-3341,316-12-1508,11/05/1952,5425-3054-8706-2593,1642 Chestnut Pl,Seattle,WA,98135,81.100.0.252,8046.97,bronze,2024-12-12,76,False
C00117,Aisha,Harris,aisha.harris101@gmail.com,(861) 150-5429,317-19-1521,04/30/1954,5425-6786-5919-0352,173 Elm Way,Phoenix,AZ,85033,126.71.238.204,35879.45,silver,2023-12-11,71,True
C00118,Quinn,Martinez,quinn.martinez707@outlook.com,(776) 798-9597,318-26-1534,07/25/1996,3485-1025-9515-5587,7748 Cedar Ln,Minneapolis,MN,55490,88.24.177.116,49572.94,bronze,2024-09-14,77,True
C00119,Hiro,Lewis,hiro.lewis438@proton.me,(922) 213-6188,319-33-1547,02/13/1973,3485-1980-1024-2485,4635 Elm Way,Seattle,WA,98168,24.214.18.39,5012.08,gold,2025-09-07,24,True
C00120,Uma,Miller,uma.miller639@proton.me,(953) 718-9499,320-40-1560,10/25/1978,5105-3318-5271-4436,3849 Elm Way,Atlanta,GA,30341,80.116.19.142,10778.89,bronze,2021-09-27,168,False
C00121,Mia,Robinson,mia.robinson537@icloud.com,(995) 292-6661,321-47-1573,05/30/1988,5105-2553-2067-2207,343 Elm Way,Phoenix,AZ,85085,53.149.1.39,14922.71,platinum,2020-01-13,37,True
C00122,Paul,Thomas,paul.thomas861@gmail.com,(339) 416-2287,322-54-1586,02/06/1987,4485-0153-5846-9386,3847 Elm Way,Seattle,WA,98168,55.55.99.223,28031.95,gold,2024-08-03,150,True
C00123,Tara,Rodriguez,tara.rodriguez430@outlook.com,(890) 486-4867,323-61-1599,01/20/1953,5425-8175-8807-3673,2566 Maple Dr,Minneapolis,MN,55419,165.152.174.239,38016.8,bronze,2026-02-28,57,True
C00124,Zach,Gonzalez,zach.gonzalez994@icloud.com,(905) 830-9567,324-68-1612,11/13/1974,3485-9158-6608-1645,6630 Maple Dr,Los Angeles,CA,90003,58.77.100.103,20683.33,silver,2024-07-01,136,False
C00125,Alice,Martinez,alice.martinez816@gmail.com,(243) 350-6126,325-75-1625,02/28/1984,5105-4091-8585-4587,3172 Chestnut Pl,Portland,OR,97204,201.227.183.244,23573.35,silver,2024-06-12,176,False
