order_id,customer_id,customer_name,email,phone,order_date,ship_date,region,product_category,product_name,quantity,unit_price,discount_pct,revenue,payment_method,status
ORD-10011,CUST-510,75f56418df48f77ce535e82be80519e26636ba047f1789c6d0adc420364bbc28,3b1273f1db8a59b079c47fbfaac44c77deeaacec2b08eaa8f397af3811b1852c,***-****,2024-06-06,2024-06-10,South,Electronics,Monitor 27in,1,329.99,0.0,329.99,credit_card,completed
ORD-10012,CUST-511,8c4d1794a3d089b7c1ff3bdb7eb79dc5e16ec372773f9a2ec305e16b8f884cca,16c8392920e83ef5b763b8bd35c5100a5ffb9e6badd853a003d5d0e7489dc39b,***-****,2024-06-06,2024-06-09,East,Office Supplies,Desk Organizer,2,24.99,0.0,49.98,paypal,completed
ORD-10013,CUST-512,e5c4fcf61cd248645465085be31ff7706017be57e5cf48e64049a060fcafcc06,,***-****,2024-06-07,2024-06-11,West,Furniture,Bookshelf,1,189.00,0.0,189.00,debit_card,completed
ORD-10014,CUST-513,4a0aaadb5a373becf8cc7dec5894e6cf0c02d8fd7e922d1ccdb86f68adc424d0,89de6bb256d4b367769ea53601c7de8a5b587565114b1d3ec94e8cdebb0ba320,***-****,2024-06-07,2024-06-10,Central,Electronics,Wireless Earbuds,2,59.99,0.05,113.98,credit_card,completed
ORD-10015,CUST-514,2b5a333350f1ac40ff5ec184473047ca445884e2289317ba3048a7e1ed098405,7f2cc2f3fac89489f8593d6e61e16da792b5054ac5047cd4e425404719363f2b,,2024-06-08,2024-06-12,East,Office Supplies,Whiteboard,1,79.99,0.0,79.99,credit_card,completed
ORD-10016,CUST-515,02695292f9f85ff6e996441c2571fbd794ade38494f9da50f5ef07f1847dc009,62eeac0bc1418057584dee583a95a44ce5b6794faec49678fb79d72d3341368e,***-****,2024-06-08,2024-06-11,South,Electronics,Power Bank,4,34.99,0.0,139.96,debit_card,completed
ORD-10017,CUST-516,1dc15f5a0a8277f5411957d5b313dc7ec4b035df57e562600d35e487d9778cea,6f55ef2436164aff8d17e8529b5a8d0b3deba6818f15020354b1e5bda5284991,***-****,2024-06-09,,West,Furniture,Filing Cabinet,1,249.00,0.10,224.10,credit_card,pending
ORD-10018,CUST-517,ed995bef57c1bd072400fc41446c5dd946ed9c1640e24f3d15adc204cf17af69,6fa37e5f78c32c3cc2e9613c26c926d33b1f9295b22c38ccd70d2aa48cc9cc52,***-****,2024-06-09,2024-06-13,East,Electronics,Laptop Stand,1,49.99,0.0,49.99,paypal,completed
ORD-10019,CUST-518,f6797f90a76b88407f7c428d47e3e5d7a76be795bf92bea10ad12a2a24877f95,4870068a418ef78101d1de1ddc3abde0efef6f0c54907d0b4250c4650ccd228b,***-****,2024-06-10,2024-06-14,Central,Office Supplies,Binder Set,6,7.99,0.0,47.94,debit_card,completed
ORD-10020,CUST-519,008fcb7cc9ece74509a2696e31005581692a52ad5852a1ed5c35c47f25d38412,8aa4dd4e8c5c36efb5bc47bcb25762f4426e098acc1effc6c38c33295bada793,***-****,2024-06-10,2024-06-13,West,Electronics,USB-C Dock,1,129.99,0.15,110.49,credit_card,completed
ORD-10021,CUST-520,79359b39fa62fd4db3c9ed160bb992e4625a5bc2a7f0975b85327f60efe0294f,45c2c7911417e7ac7c8b0564425bb0c2380020ae535e00c79103d3ef1ce18158,***-****,2024-06-11,2024-06-15,South,Furniture,Monitor Arm,2,69.99,0.0,139.98,credit_card,completed
ORD-10022,CUST-521,0f255b255f2f07a1c748f963f7f200e994e406ca8965744922438e7d935374e7,e201c8423e8bee8699c73993ee6af2cf3ac15603fec89f4acbe878f5b96550e8,***-****,2024-06-11,2024-06-14,East,Electronics,Wireless Charger,3,25.99,0.0,77.97,paypal,completed
ORD-10023,CUST-522,a065c7ccf0e8f615d86ce5bab3f86b696c184e92d8e7cc70d1bafba47f100b07,ca01b77adc0d9d26edcc80008fb08bfb090ef8807828c0ddae5674dd0fc331fc,***-****,2024-06-12,2024-06-16,Central,Office Supplies,Label Maker,1,39.99,0.05,37.99,debit_card,completed
ORD-10024,CUST-523,8e8658476ff24346d4de4a7d5f26daec59339412a5c94dd8b1f1696e6dfc8ff3,961cbe5fc1e1b42c1fdd638aef959dc9a6b2d7e05c0c727948284565d14391a8,***-****,2024-06-12,,West,Electronics,Smart Plug 4-Pack,2,49.99,0.0,99.98,credit_card,pending
ORD-10025,CUST-524,2723618eebe1a819efe38b43e3d576b99687471aeb398ae361eced602bc32425,cab0a2c9666ae7d9f7f398cf1aac00776e519ae5926f7dee4a53f44d617e9fa0,***-****,2024-06-13,2024-06-17,East,Furniture,Desk Lamp,1,59.99,0.0,59.99,credit_card,completed
ORD-10026,CUST-525,5f66549c9b84bed68d676ac0096b0cfa798159efda092b03f740dc6fd259fa0e,,***-****,2024-06-13,2024-06-16,South,Electronics,HDMI Cable 6ft,5,12.99,0.0,64.95,debit_card,completed
ORD-10027,CUST-501,4fa8c1cdf83eb36e391f810620bfe090be6d41177e9d5dafcdde9de957fd3460,84d2b8ab88ab51b429df660d4a2372acc20ce7174fe0668986dfd90efaea7851,***-****,2024-06-14,2024-06-18,East,Office Supplies,Pen Set Premium,3,15.99,0.10,43.17,credit_card,completed
ORD-10028,CUST-526,49fb14b654a7bdd52c5b011e37156861abeec8ce38ea742c3014e2924eff9f77,cfe01a9fe6215ef6b2f037448c8fd198939050d64348ab13912cd028fe246fe9,***-****,2024-06-14,2024-06-17,West,Electronics,Portable SSD 1TB,1,109.99,0.0,109.99,paypal,completed
ORD-10029,CUST-527,474700ba312f374f7acbc4fdfbc7d2d875c4d676397d36bea9d9068c8b3d49d8,af9d4d0c9d2ae06f1cee3e7038447e6fc0385e9bd088583847d8b9e9b7e7be73,***-****,2024-06-15,2024-06-19,Central,Furniture,Cable Management Kit,2,19.99,0.0,39.98,debit_card,completed
ORD-10030,CUST-528,bd44402bab6cbdb06ada419fa73abc9e1a68c7f378ccd052126a3e0a0b5b71a2,0d0e4d38db7a8f7712a5e18931d91afe0ffcb67175c3ab3ec61c370ae57862be,***-****,2024-06-15,2024-06-18,East,Electronics,Webcam Light Ring,1,29.99,0.0,29.99,credit_card,completed
ORD-10031,CUST-529,3365da518e95d0da5b88318eaedfb91a30068f1e34dd6ae645d3f71b95a0e87b,3937a60551c33dd625cced5b1dc1689f075808f31c3afa940ec25658987877d8,***-****,2024-06-16,,South,Office Supplies,Planner 2024,4,18.99,0.0,75.96,credit_card,pending
ORD-10032,CUST-530,9dca6ba8edeb98efdc5f562e14a39e123ac4c0622782dbb8face04672033f6e1,b51c0e6495ad9972b6483cefbf88dc23e4da2013384b8d2861bdf9dbcca6229e,***-****,2024-06-16,2024-06-20,West,Electronics,Mouse Pad XL,2,14.99,0.0,29.98,debit_card,completed
ORD-10033,CUST-531,861207db3065fcb19ecea206f0b55ce241ba251a6764d2c702ef2c49170e3c26,7dab135119f29d5dfda96fe538729e43423d7d34f0c618bd746bf928d51d7fc1,***-****,2024-06-17,2024-06-21,East,Furniture,Footrest,1,44.99,0.0,44.99,paypal,completed
ORD-10034,CUST-532,4e5dbf22ca34d0c706c2005af7d45b757ee9d64c1516d9100f0a27f6cc331dda,344a36a6290c6ce930fe94ee7669ba0d3bc3014042c5976977c175bc4065ae85,***-****,2024-06-17,2024-06-20,Central,Electronics,Surge Protector,3,24.99,0.0,74.97,credit_card,completed
ORD-10035,CUST-533,cbd39afc5ab9023cbc2a92051efd8db81d8d05e278527b2f21a90937065f0c67,d7712d6f32d8c262bfd67642d78e204be019729ad9b701cb22d296a1fbf7fe67,***-****,2024-06-18,2024-06-22,South,Office Supplies,Tape Dispenser,6,5.99,0.0,35.94,debit_card,completed
ORD-10036,CUST-534,13c99794b5414f875dadef7462e60b8453682fc4e07d3bfbe970a11778877724,5640f43466cfe0c242983db34f54948dbd89c5284dea214118ab5dbf2e83986c,***-****,2024-06-18,2024-06-21,West,Electronics,Ethernet Cable 25ft,2,19.99,0.0,39.98,credit_card,completed
ORD-10037,CUST-535,eca87e84eabe2b90e5ca467f615a0f5bcf3d10175ca9e96cb37572653710aead,e68dcdb9c4ae7b5d5be10909a12d46f4b24cade406b2c2d49d6baed2270c244e,***-****,2024-06-19,2024-06-23,East,Furniture,Wall Shelf,1,34.99,0.05,33.24,paypal,completed
ORD-10038,CUST-536,5232753618046455ee356ccf34673b997105663ab3291559acf2fa4417e2dec0,f431f6743c471f0494523ec5eb57e17110c82aabe671b6052cb3b344808795fb,***-****,2024-06-19,,Central,Electronics,VR Headset,1,399.99,0.0,399.99,credit_card,pending
ORD-10039,CUST-537,dbe3cae8b695c4e23fc3cf3ea971abc2fe7be3ed38fc5dfa6b528e43d712ccae,d13a961f5c11226461efe59e7a5577e930b888e8dd9341383bb558ab0bfc5002,***-****,2024-06-20,2024-06-24,South,Office Supplies,Shredder,1,89.99,0.10,80.99,debit_card,completed
ORD-10040,CUST-538,a8d14abae064aff59f1367586deeefe5a491c1dc4f2e53fc567b2bc41a5452ff,e91971d0326636d6c68b7bc963329bf4dad679ea2d9f89a8f1f615017a2a2924,***-****,2024-06-20,2024-06-23,West,Electronics,Portable Monitor,1,229.99,0.0,229.99,credit_card,completed
ORD-10041,CUST-539,6801cfc6fdd5d8e5767d1c95a3904e43662d5aac18997b833f1bf42fe25118af,1a3450082eb266cbecf9d37a855ff3b13a6bce2cbc98e133f7512ed45c1a42ff,***-****,2024-06-21,2024-06-25,East,Furniture,Drawer Unit,1,159.99,0.0,159.99,paypal,completed
ORD-10042,CUST-540,52498159e99b3f83bffdd16b4ca6bfd43451fecfacb627bd38597c8ffec18697,27ac7f0dac814e8a70405f331814006e3c55f6fe9e2cb383cac792459b3e32e3,***-****,2024-06-21,2024-06-24,Central,Electronics,Webcam Tripod,2,15.99,0.0,31.98,debit_card,completed
ORD-10043,CUST-541,78e9a2f9e2c388e2a8c3aef6497185901fc16df07041dfd2da05f22bb738706f,aa7534333d9f21c7d041b2e6169ee03bc8a1a41908520bc7e0287aa86a8a4a58,***-****,2024-06-22,2024-06-26,South,Office Supplies,Calculator,3,22.99,0.0,68.97,credit_card,completed
ORD-10044,CUST-542,cee2c4aeb167c7ae567b5f3564a613a9cc97d246d556b788532d608867f8b2b4,,***-****,2024-06-22,2024-06-25,West,Electronics,Docking Station,1,179.99,0.15,152.99,credit_card,completed
ORD-10045,CUST-543,fc29d8fd93a58dce143eb57693a93f7b43ec496e8a48894832a27e5339b56bd8,acebc35c6f586b124c08101f849ab0329eb4db675ba40a3c3228356adcc7ea30,***-****,2024-06-23,,East,Furniture,Keyboard Tray,1,39.99,0.0,39.99,debit_card,pending
ORD-10046,CUST-544,dc2784d8afa12a089512c0830755f571399cfe53ee0c5bd2b87f09ad965e48e9,9df1d62eb40670ba3a7cf25ffbc49aa6c0c4590acf4893be0f7a213138d05000,***-****,2024-06-23,2024-06-27,Central,Electronics,Noise-Cancel Headphones,1,199.99,0.05,189.99,paypal,completed
ORD-10047,CUST-545,550a60a34f36dcf20a5e6de459a7e5d0adb5e69a1bdcae9248a1f5e65745d7bd,5c8a8a57d1a17d7e2c85233f3e3c0c418989f2d7d94bcb32705de0ac132575b0,***-****,2024-06-24,2024-06-28,South,Office Supplies,Desk Mat,2,29.99,0.0,59.98,credit_card,completed
ORD-10048,CUST-546,e9f883dd26b3a7b11594227202f77f7802e8be27191f956fe18b771846d20228,014789322ad5a6e7e8c098d7394f22ef711398e0ec3903917d68da2aa3915156,***-****,2024-06-24,2024-06-27,West,Electronics,USB Microphone,1,69.99,0.0,69.99,debit_card,completed
ORD-10049,CUST-547,d697a1bef4cd979ce0c3329ca19c7a18428ebfba72ee588372e3d432972c2ac1,a3a0d062fb9fcecce164fdb3172b4287f5d80171b322d4b8373405418c79e938,***-****,2024-06-25,2024-06-29,East,Furniture,Privacy Screen,1,54.99,0.0,54.99,credit_card,completed
ORD-10050,CUST-548,dc38f63c599a6295cdede226f3ceacbc31ed74baac89bfb343e366f7d05dcbb2,613145a1158abd61b8788a0ebe44979c22a7b01505715dad62c6e503dc9084e3,***-****,2024-06-25,2024-06-28,Central,Electronics,Webcam Cover 3-Pack,10,4.99,0.0,49.90,paypal,completed
